name,business_id,reviews/total,location/latitude,location/longitude,location/address,stars,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5
Seoul Garden,V3P4YnU1x9OttGfY-VfmOA,10,33.4130961,-111.9262735,"1324 S Rural Rd
Tempe, AZ 85281",2,Korean,Restaurants,,,,
Solaris At the Biltmore,897iwFP_UrzB_om1uQhjxA,3,33.5007817,-112.0302118,"4341 North 24th St
Phoenix, AZ 85016",2.5,Home Services,Real Estate,Apartments,,,
Fry's & Fry's Marketplace,QoFRAwMpoaMBlfg7ygh7rA,10,33.5383846,-112.0977658,"1815 W Glendale Ave
Phoenix, AZ 85021",3,Food,Grocery,,,,
Sutra Fine Indian Cuisine,PsKAMRgeydy54ytW8xWKCw,19,33.465357,-112.35646,"13824 W McDowell Rd
Ste 100
Goodyear, AZ 85395",3.5,Indian,Restaurants,,,,
Lotus of Scottsdale,6JNpwjapFq_frnG8-2fIdg,3,33.4655786,-111.9331774,"6855 E. McDowell Road
Phoenix, AZ 85257",2.5,Auto Repair,Automotive,Car Dealers,,,
Krispy Kreme Doughnuts,vprE2C9JU3nL2g-HV7YF_g,3,33.602086,-111.988061,"12629 N Paradise Village Pkwy W
Paradise Valley, AZ 85032",4.5,Food,Donuts,Breakfast & Brunch,Coffee & Tea,Restaurants,
Cinemark Mesa 16,4Pf9DQBcR23A6Lg2pDsrBQ,36,33.4330977549,-111.8712151051,"1051 N Dobson Rd
Mesa, AZ 85201",3.5,Arts & Entertainment,Cinema,,,,
Parsons Family Restaurant,CFuzIBaREsa0nunnI_FFYg,14,33.5529166,-112.1871122,"5921 W Northern Ave
Glendale, AZ 85301",3.5,Diners,Restaurants,,,,
Chipotle Mexican Grill,CMI3SF1-YwAEfUXYkKS53Q,29,33.5818251,-112.1250101,"3039 W Peoria Ave
Phoenix, AZ 85029",3.5,Fast Food,Tex-Mex,Restaurants,,,
Stagecoach Locksmiths,qjaYXh_Ets-GN0r7QQAK6g,3,33.5027158,-111.996245,"3942 E Campbell Ave
Phoenix, AZ 85018",2.5,Keys & Locksmiths,Home Services,,,,
Mid City Kitchen,JB9zRTOKSS1ApkF1T7_khw,8,33.4816891,-112.0731154,"2929 N Central Ave
Phoenix, AZ 85012",3.5,Fast Food,American (Traditional),Restaurants,,,
Village Inn,immAndhZ-o1qrlFrIw8YjQ,3,33.6408798,-111.994275,"4040 East Bell Rd
Phoenix, AZ 85032",2.5,American (Traditional),Restaurants,,,,
Fairfield Inn & Suites Marriott,7_5GFMB58_Os2OPsNM_REA,3,33.4761359,-112.07469,"2520 N Central Ave
Phoenix, AZ 85004",3,Hotels & Travel,Event Planning & Services,Hotels,,,
Genghis Grill - The Mongolian Stir Fry,qw8tzQGrA0lGgDBsMHAr9w,32,33.638626,-112.217296,"7350 W Bell RD
Ste 201
Glendale, AZ 85308",3,Asian Fusion,Mongolian,Restaurants,,,
Amando's Bros,OrF48GFHheuCie9cMYkldA,6,33.509135,-112.0867893,"949 W Camelback Rd
Phoenix, AZ 85013",3,Mexican,Restaurants,,,,
Born To Run,-p9-E-KTtQRJM0nV9rx6pQ,7,33.321993,-111.7555067,"13811 S Val Vista Dr
Gilbert, AZ 85296",4,Pet Services,Pet Training,Pet Boarding/Pet Sitting,Pets,,
Suki Hana,BVtHYiNpte5Ldk1gMO0fEg,3,33.3852846,-111.964558,"5000 S Arizona Mills Cir
Tempe, AZ 85282",2.5,Restaurants,,,,,
Federico's Mexican Food,LvnOdw1DGb8A9SP5jBhcJQ,8,33.5817862,-112.2020606,"6680 W Peoria Ave
Glendale, AZ 85302",3.5,Fast Food,Mexican,Restaurants,,,
Midas Auto Service,it7e85D0cwN2W2M1BVKHUA,4,33.4804872,-112.0182413,"2936 E Thomas Road
Phoenix, AZ 85016",3.5,Auto Repair,Automotive,,,,
Mosaic Restaurant,45Vj6a0LX4B2a7loTJyb4g,7,33.727274,-111.851714,"10600 E Jomax Rd
Scottsdale, AZ 85262",4,American (New),Restaurants,,,,
Victoria's Secret,t0DG-C2NiuGrqGyQu6zSKg,5,33.715184,-112.114298,"2460 W Happy Valley Rd
Phoenix, AZ 85085",3.5,Lingerie,Shopping,Fashion,,,
Shade Apartments at Desert Ridge,usw2nJCrqlJpaTiJVwoH0A,6,33.6786488,-111.9793403,"21150 N Tatum Blvd
Phoenix, AZ 85050",3.5,Home Services,Real Estate,Apartments,,,
Pirates Fish & Chips,R6GR8szQ8H5alZ9CNLmJyA,5,33.421874,-111.849501,"835 W. University Ave
Mesa, AZ 85201",2,Seafood,Fast Food,Fish & Chips,Restaurants,,
Vatoci Hair Studio,ll-z6OsHZnIYZqUJXC4Yug,3,33.380284,-111.722485,"1652 N Higley Road
Gilbert, AZ 85234",4,Hair Salons,Beauty & Spas,,,,
Fuddruckers,-h1WpfgqAmJcJDqyXXJ2og,13,33.3938633,-111.6922657,"6455 E Southern Ave
Mesa, AZ 85206",4.5,Burgers,Restaurants,,,,
Nirenstein Garnice,X808hns8g_V_M4GTYsTbsQ,3,33.621923,-111.926811,"14850 N Scottsdale Rd
Ste 395
Scottsdale, AZ 85254",3.5,Divorce & Family Law,General Litigation,Lawyers,Professional Services,,
Ernie's Restaurant & Bar,9DsXB8T3UwBYiLPiLJJuNQ,31,33.581864,-111.92405,"10443 N Scottsdale Rd
Scottsdale, AZ 85253",3.5,Nightlife,American (Traditional),Karaoke,Bars,Restaurants,
Fireside Grill,RShrvt5oIS40FrcX6bCHSg,10,33.602592,-111.716108,"12800 N Saguaro Blvd
Fountain Hills, AZ 85268",3,American (Traditional),Restaurants,,,,
Pampered Laser Hair Removal,Sde-58l921OrSPc8CvCaQA,3,33.6624675,-112.18689,"19420 N 59th Ave
Glendale, AZ 85308",5,Beauty & Spas,Hair Removal,Laser Hair Removal,,,
Deluxe Dry Cleaners,0b-zTb8lUrUAOTyGLuZ2KA,4,33.6815146576,-112.0996427536,"21705 N 19th Ave
Ste 114
Phoenix, AZ 85027",3.5,Local Services,Dry Cleaning & Laundry,,,,
Ranch House Restaurant & Country Emporium,_KGe3v1OzRnUmKhb3VkDgg,3,33.3751825,-111.8782339,"2155 S Dobson Rd
Mesa, AZ 85202",4,American (Traditional),Restaurants,,,,
Giuseppe's on 28th,VpW40mznMS43CqdbelX2wA,139,33.496175,-112.020561,"2824 E Indian School Rd
Phoenix, AZ 85016",3.5,Restaurants,Italian,,,,
Pinnacle Chiropractic,IOcuV14K83744LSUS0hrAA,4,33.620288,-111.9783,"14640 N Tatum Blvd
Ste 7
Phoenix, AZ 85032",5,Health & Medical,Chiropractors,,,,
Scottsdale Public Library,eEVTu_aFu5IxZT0JTvbFgg,8,33.6950537,-111.9222783,"7377 E Silverstone Dr
Scottsdale, AZ 85255",4.5,Libraries,Public Services & Government,,,,
Woody's Your Way Yogurt,T4VsuYbgEqp1n_FghmFg2w,10,33.6703893,-112.0310149,"20330 N Cave Creek Rd
Phoenix, AZ 85024",4,Food,Ice Cream & Frozen Yogurt,,,,
Foothills Sports Medicine Physical Therapy,luhi-yXQH-7FwcyWCXctgg,3,33.5153489,-111.9262635,"5410 N Scottsdale Rd
Ste A-100
Paradise Valley, AZ 85253",3.5,Sports Medicine,Doctors,Health & Medical,Physical Therapy,,
Mr Lockout LLC,dIax4bliZgpa2vtbiDAYuQ,8,33.5,-112.17,"Phoenix, AZ 85063",5,Local Services,Keys & Locksmiths,Home Services,,,
The Junk Guys,-vBrVSZBtqbDgPAbGQ4ZYQ,4,33.4217138687,-111.977900898,"Phoenix, AZ 85034",5,Local Services,Junk Removal & Hauling,,,,
Fry's Food & Drug Stores & Fry's Marketplace,d4GSh1BalxvQCU7zLe6Lzw,6,33.640165,-112.395175,"15510 W Bell Road
Surprise, AZ 85374",3.5,Food,Shopping,Drugstores,,,
Betito's Mexican Restaurant,aBjgE5pLhtz4RGGR-IWpGA,6,33.3918914795,-111.909072876,"3401 S McClintock Dr
Tempe, AZ 85282",3.5,Mexican,Restaurants,,,,
The Bath Workshop,wJRFXd7auVKe6fpQqwmqyQ,7,33.678615,-111.9746066,"21001 N Tatum Blvd
Ste 38-1324
Phoenix, AZ 85050",4.5,Shopping,Cosmetics & Beauty Supply,Beauty & Spas,,,
Pier 54,oY71G_AaKlF4Il-gt4L2OQ,34,33.3742118,-111.9193401,"5394 S Lakeshore Dr
Tempe, AZ 85283",3.5,American (New),Restaurants,,,,
The Scuba Shop,fwERl1E4Eais0pxI5Bi-nw,4,33.39521,-111.736682,"1122 S Greenfield Rd
Mesa, AZ 85206",4,Active Life,Diving,,,,
Marie Callender's,-XlBQrxN_ZB3MZKxLBeAjA,4,33.5533145,-112.1107845,"2420 W Northern Ave
Phoenix, AZ 85021",3.5,Bakeries,Food,American (Traditional),Restaurants,,
Pink Fitness,yMbHZ9Sok3wAtPy-ShSQHA,4,33.5803697,-112.2706247,"9822 W Peoria Ave
Peoria, AZ 85345",4.5,Arts & Entertainment,Specialty Schools,Performing Arts,Dance Schools,Education,
Nail Depot & Spa,ISkukkcFdHgjy_Wnma9ZxA,4,33.665863,-112.187126,"6030 W Behrend Dr
Ste 131
Glendale, AZ 85308",3,Beauty & Spas,Nail Salons,,,,
Wingstop,WbeZe2BttJlZcHa3B9b_lw,13,33.433840895,-111.8684148788,"937 N Dobson
Ste 104
Mesa, AZ 85201",3,American (Traditional),Chicken Wings,Restaurants,,,
Lao Ching Hing,2unQHR9uaRxk3dsW6f3MGA,47,33.4552907,-111.9878697,"Cofco Chinese Cultural Center
668 N 44th St
Phoenix, AZ 85008",3,Chinese,Restaurants,,,,
Fletcher's Tire & Auto Service,ksJwN1vUlxHr3w0eVh9BnA,3,33.304741,-111.996023,"4009 E Chandler Blvd
Phoenix, AZ 85048",4,Tires,Automotive,Auto Repair,,,
Brookstone,wuYbkc2hMYli2dv6nONvKw,3,33.5990432,-111.9812072,"4550-76 E Cactus Rd
Space #C-42
Phoenix, AZ 85032",4.5,Electronics,Shopping,Toy Stores,,,
Sprouts Farmers Market,bxuKrGz1C4kXm_kjILdfAA,27,33.392263,-111.718076,"5225 E Southern Ave
Mesa, AZ 85206",4,Food,Health Markets,Grocery,Specialty Food,,
Native New Yorker,FFdlPSZCGgTdg1CAfrlvlw,18,33.305264,-112.0534197,"1339 E Chandler Blvd
Phoenix, AZ 85048",3.5,Chicken Wings,Restaurants,,,,
A-Z Therapy Center,WKYxgFjw3CatL9ZWFqH5Hw,4,33.6402364,-111.9746009,"4921 E. Bell Rd
Scottsdale, AZ 85254",5,Acupuncture,Health & Medical,,,,
Sofia Facials and Waxing,G65nMj0tqKKcfbSaydpnfQ,5,33.4941704,-111.9260519,"7310 E Stetson
Ste 3
Located inside the Verve on Stetson Building
Scottsdale, AZ 85251",5,Skin Care,Hair Removal,Beauty & Spas,,,
Casa Decor,yfSr1wYjlJ6WRk9AKX4oxA,6,33.3411959,-111.966986,"1746 W Ruby Dr
Suite 108
Tempe, AZ 85284",5,Shopping,Home Decor,Home & Garden,,,
Skin of Dreams,edP6Wzpvewfk5PR_nywXdg,3,33.289903,-111.773272,"3303 S Lindsay Rd
Ste 119
Gilbert, AZ 85297",4.5,Skin Care,Day Spas,Beauty & Spas,,,
Sushi On Shea,Y2Lfzulh_D9nNcuH49UT4w,44,33.582555,-111.930192,"7000 E Shea Blvd
Ste 1510
Scottsdale, AZ 85254",4,Sushi Bars,Japanese,Restaurants,,,
San Tan Nails and Spa,HvI6AKu7zhTdQvOorrYVhQ,3,33.3013481,-111.7435897,"2795 S Market Street
Gilbert, AZ 85296",3.5,Beauty & Spas,Nail Salons,,,,
Best Western Inn of Tempe,U-tiHSh0P38H-6-yDUHrZA,14,33.435436,-111.9273079,"670 N Scottsdale Rd
Tempe, AZ 85281",3.5,Hotels & Travel,Event Planning & Services,Hotels,,,
Domino's Pizza,x2rDXUQhxkUE0DUQ_bFFNg,3,33.510164,-111.911516,"7908 E Chaparral Rd
Ste 110
Scottsdale, AZ 85250",3.5,Fast Food,Pizza,Restaurants,,,
Camarones,qb1o61d_qrwEpxAm16dZCA,31,33.536729,-112.264529,"6970 N 95th Ave
Glendale, AZ 85305",3,Mexican,Restaurants,,,,
America's Taco Shop,OllL0G9Kh_k1lx-2vrFDXQ,127,33.501936,-112.082092,"4447 N 7th Ave
Phoenix, AZ 85013",4,Mexican,Restaurants,,,,
Total Wine,RCc01aDaUvQ-sWfoalfjXA,37,33.643428,-112.221227,"17550 N 75th Ave
Glendale, AZ 85308",4.5,Food,"Beer, Wine & Spirits",,,,
Rosati's Pizza,WFqgUll7rgnI4zsjoKAjDQ,9,33.378288,-111.85948,"2057 S Alma School Rd
Mesa, AZ 85210",2.5,Pizza,Restaurants,,,,
Koltton Fox,tehdmMOAXe4roMGAEhJIqw,4,33.4961,-111.929344,"The Stephen Paul Salon
7045 E 3rd Ave, 2nd Fl
Scottsdale, AZ 85251",5,Skin Care,Hair Removal,Beauty & Spas,,,
Walmart,seg5LOqFqUXKqJz-thKIKA,7,33.280892,-111.793222,"2750 E Germann Rd
Chandler, AZ 85249",3.5,Department Stores,Grocery,Fashion,Shopping,Food,Mobile Phones
Lowes,8-OxtKNGZAy9UBiSnNcubw,19,33.3782496,-111.9302169,"777 E. Baseline Rd
Tempe, AZ 85283",3.5,Shopping,Home Services,Building Supplies,Home & Garden,Hardware Stores,Appliances
San Cervantes Apartments,yWk97XkX4yLVmhE-ahtjSw,4,33.3260297,-111.8747445,"400 N Coronado St Ofc
Chandler, AZ 85224",3,Home Services,Real Estate,Apartments,,,
Millennium Scottsdale Resort & Villas,Fo424KetiOnQp0DVJooYMw,31,33.547495,-111.92358,"7401 N Scottsdale Rd
Scottsdale, AZ 85253",3,Hotels & Travel,Event Planning & Services,Hotels,,,
Fry's & Fry's Marketplace,BF0XhsT8mEv6gpxru_8Syg,3,33.6378053,-112.1528218,"4315 W Bell Road
Glendale, AZ 85308",4.5,Food,Grocery,,,,
French's Meat Shoppe,_NWot0cb2Ug3-IzXQY2THw,3,33.4654569,-111.9112283,"7851 E McDowell Rd
Scottsdale, AZ 85257",5,Food,Specialty Food,Meat Shops,,,
Baskin-Robbins,qeqrsjWXc15KmlK5Z8580Q,3,33.5986387,-111.985214,"4547 E Cactus Rd
Phoenix, AZ 85032",4.5,Food,Ice Cream & Frozen Yogurt,,,,
24 Hour Fitness,Iu8jmmDFcDSf5PCdor1dvg,20,33.5767333,-112.1251993,"10046 N Metro Pkwy W
Phoenix, AZ 85051",4,Active Life,Gyms,Trainers,Fitness & Instruction,,
Loco Patron,ilJiRYZgxjrEu2iexKu-pQ,112,33.4977299,-111.9263351,"4228 N Scottsdale Rd
Scottsdale, AZ 85251",3,Bars,Restaurants,Mexican,Sports Bars,Nightlife,
Realeza Michoacana,9pYBiLe3k5Gi-AJqRklXcQ,4,33.4754163,-112.0478488,"2520 N 16th Street
Phoenix, AZ 85006",4,Food,Ice Cream & Frozen Yogurt,,,,
Vulture Mine,sTVJFC_4R8aZv5Emge6ucw,5,33.8491045865,-112.826757431,"36610 N 355th Ave
Wickenburg, AZ 85390",3,Active Life,,,,,
Family Eyecare,5gPeTFJjg7OmMgHu43bgaQ,4,33.662248,-112.1883568,"19420 N 59th Ave
Ste E-525
Glendale, AZ 85308",5,Optometrists,Health & Medical,,,,
Copper Kettle,15JZ0ME6eOtShdLctzfR6w,15,33.3341503,-111.8592314,"1964 N Alma School Rd
Chandler, AZ 85224",3.5,Pakistani,Indian,Restaurants,,,
Jamba Juice,leg0kbfxBVksdt7qf5gXPg,8,33.5392574,-111.9207931,"7001 N Scottsdale Rd
Ste 100
Scottsdale, AZ 85253",4,Food,Juice Bars & Smoothies,,,,
Pudgy Pup,dcv4ZNdur0Ag7jZvPOlcrQ,4,33.392609,-111.677616,"7107 East Southern Avenue
Mesa, AZ 85209",5,Pet Services,Pet Groomers,Pet Boarding/Pet Sitting,Pets,,
Pei Wei Asian Diner,_ql42UadWUh9SgU09_c2mQ,26,33.5671501,-111.925924,"8787 N Scottsdale Rd
Paradise Valley, AZ 85253",3.5,Fast Food,Asian Fusion,Chinese,Restaurants,,
Bitter Sweet Cake Boutique,SAQK9ALNTzGhQ283pgGgWw,4,33.5386523,-112.1859866,"Glendale, AZ",4,Bakeries,Food,,,,
Metro Brasserie & Bar,3ez4Qs56C_cC-l8x08l6Zw,77,33.498915,-111.928258,"7114 E Stetson Dr
Ste 105
Scottsdale, AZ 85251",3.5,French,Restaurants,,,,
Trickshot Billiards And Hookah,06A3s7Ji-kJQbVxC6QbdNg,3,33.5836721,-112.1516571,"10802 N 43rd Ave
Glendale, AZ 85304",4,Pool Halls,Nightlife,,,,
Hula Hawaiian Barbeque,OWain9KWY-rr_dbE-OYPlw,9,33.4382064,-112.5579174,"940 S Watson Rd
Ste 102
Buckeye, AZ 85326",3.5,Hawaiian,Barbeque,Chinese,Restaurants,,
Bark Avenue Pet Hospital,lkMCuM5rVYaz29zgJBb_fw,6,33.4514058,-111.763916,"3109 E McKellips Rd
Ste 102
Mesa, AZ 85213",4.5,Veterinarians,Pets,,,,
Daily Dose,e8FMAuTswDueAlLsNyLhcA,288,33.4942423,-111.9264472,"4020 N Scottsdale Rd
Scottsdale, AZ 85251",4,Nightlife,Breakfast & Brunch,American (New),Bars,Restaurants,
A Perfect Fit Nanny,ZDgSKEZ_xY6pIu0gIsa26A,6,33.5669912,-111.8985922,"Scottsdale, AZ 85258",5,Local Services,Child Care & Day Care,,,,
Mango's Mexican Cafe,FFHzFdyWgM-OdMghuXMPEQ,59,33.4154709,-111.833114,"44 W Main St
Mesa, AZ 85201",4,Mexican,Restaurants,,,,
Pointe In Tyme,Y3a3RkR97J_ReiKgiMXeJg,30,33.594818,-112.065439,"11111 N 7th St
Phoenix, AZ 85020",3,Breakfast & Brunch,Restaurants,,,,
Uptown Cheapskate,Bl5tTS0Tie3dWA2hWn53Jw,3,33.6100381,-112.2387584,"8360 W Thunderbird Rd
Ste 103
Peoria, AZ 85381",3.5,"Used, Vintage & Consignment",Fashion,Shopping,,,
The Good Egg,bZkRR9-BnwE-sb1ql7WPJg,26,33.380583,-111.7538379,"1939 S Val Vista Dr
Mesa, AZ 85204",3.5,Breakfast & Brunch,American (New),Restaurants,,,
Desert Willow Conference Center,N2T_ToBx97ZSo3iW3r9xWA,3,33.4032259,-111.989234,"4340 E Cotton Center Blvd
Phoenix, AZ 85040",4,Event Planning & Services,Venues & Event Spaces,,,,
Target Stores,3uKMWenB5ApgXHx6C3Aaug,5,33.5514706,-112.2597702,"9350 W Northern Avenue
Glendale, AZ 85305",4,Department Stores,Fashion,Shopping,,,
The Sets,74hGYtpaERi2FYKo5bP99Q,10,33.3928751,-111.937591,"93 E Southern Ave
Tempe, AZ 85282",3,Pool Halls,American (New),Nightlife,Restaurants,,
Barry's Capezio Dance Theater Shops,gJTxExxjYywlgOPeoYxfKw,4,33.4727712,-111.926459,"2240 N Scottsdale Rd
Scottsdale, AZ 85257",5,Performing Arts,Arts & Entertainment,Fashion,Shopping,Shoe Stores,
Hi-Health,4xhRzeO08GXfHv94ZengJw,3,33.5385525,-111.8783431,"8920 E Indian Bend Rd
Scottsdale, AZ 85250",3.5,Health Markets,Food,Specialty Food,,,
El Pollo Loco,1PM40DbmTVCNgENzZfs1kg,3,33.4393455,-112.5564814,"758 S Watson Rd
Buckeye, AZ 85326",4.5,Mexican,Restaurants,,,,
Gentleman Joe's Barber Shop,DZZQhoOWmTcJi2iSBscV-g,3,33.3212765,-111.9777098,"4940 E Ray Rd
Phoenix, AZ 85044",3.5,Barbers,Beauty & Spas,,,,
Phoenix First Assembly Of God,ubYzyCbtpuEiZxd0q7DivQ,7,33.609937,-112.031987,"13613 N Cave Creek Rd
Phoenix, AZ 85022",4,Churches,Religious Organizations,,,,
Wildflower Bread Company,Pr9rQKypHgC_J1AfufxzIw,70,33.6275125,-111.8954112,"15640 N Hayden Road
Scottsdale, AZ 85260",4,Bakeries,Food,Sandwiches,Restaurants,,
Unique Thrift,hP_TLIk8xToWxsYKCl9w1w,4,33.494872,-112.0841901,"801 W Indian School Rd
Phoenix, AZ 85016",3,"Used, Vintage & Consignment",Fashion,Shopping,,,
Boston Market,fsQFHGMbqWf7MT6KYMuJxQ,4,33.320241,-111.982787,"4716 E Ray Rd
Phoenix, AZ 85044",4,American (Traditional),Comfort Food,Barbeque,Restaurants,,
Flying J Travel Plaza,pdgGqsEKwC8EAPP-YbuBww,3,33.460999,-112.205731,"6700 W Latham St
Phoenix, AZ 85043",3.5,Hotels & Travel,Travel Services,,,,
The Human Bean,BXaCH0JiDAqOFrc4-6wKJg,4,33.414792,-111.840751,"405 W Main St
Mesa, AZ 85201",4.5,Food,Coffee & Tea,,,,
Souper Salad,Vu8od1U-h5qqwj3Jf_Hnzg,16,33.5092848,-112.0371249,"2045 E Camelback Rd
Phoenix, AZ 85016",3.5,American (New),Buffets,Restaurants,,,
Fry's Electronics,iWlaj4R-2BTsWR7PwL90BQ,57,33.609619,-112.123848,"3035 W Thunderbird Rd
Phoenix, AZ 85053",3,Electronics,Shopping,,,,
Aventerra At Dobson Ranch,386VJataUtyocjP-RzFnNA,6,33.4151843,-111.8314724,"1960 W Keating Ave Ofc
Mesa, AZ 85202",2,Home Services,Real Estate,Apartments,,,
Bosa Donuts,UxxPsF0oxTOideIpuppK8A,8,33.3827946871,-111.5999245153,"1752 S Signal Butte Rd
Ste 102
Mesa, AZ 85209",4,Food,Donuts,,,,
Takamatsu Restaurant,QQvzErQ8Ijdy3SyEmYVG7Q,5,33.319395,-111.874965,"1949 W Ray Rd
Chandler, AZ 85224",3.5,Korean,Japanese,Restaurants,,,
Daisy Nails,fiakOloknJZNUDD-yly-Ew,3,33.4515104,-111.8044969,"1239 E McKellips Rd
Mesa, AZ 85203",4.5,Beauty & Spas,Nail Salons,,,,
Marinello Schools of Beauty,uzETXY35sIROqx6nnGuq-A,3,33.421681,-111.877138,"2111 W University Ave
Mesa, AZ 85201",3,Cosmetology Schools,Specialty Schools,Education,,,
SuperFarm SuperTruck,SBgPQkiZZiaLRe0CBHThUQ,3,33.350782315,-111.653307009,"Mesa, AZ",3.5,Food,Street Vendors,,,,
Starbucks Coffee,4dAvlk4JufJKX3bYB6YLCQ,8,33.6547573,-112.3745285,"18885 N Reems Rd
Surprise, AZ 85374",4.5,Food,Coffee & Tea,,,,
Kohl's Department Stores,eLuYqifC7S9Ce2j3MxqdNg,5,33.2486638,-111.6342993,"21058 S. Ellsworth Loop Road
Queen Creek, AZ 85142",4.5,Women's Clothing,Men's Clothing,Fashion,Shopping,Shoe Stores,
Red Tomato,E0Gi93pSbrJVnQcV8JE8RQ,6,33.494238,-111.977849,"4801 E Indian School Rd
Phoenix, AZ 85018",3.5,Burgers,Restaurants,Pizza,Italian,,
Southwest Airlines,dpbY5XypBdeFmo8DsZ-DNQ,56,33.4360201,-112.0270114,"1251 S 25th Pl
Phoenix, AZ 85034",4,Hotels & Travel,Airlines,Transportation,,,
Immaculate Mobile Wash & Detail LLC,RsIxFD0SKNQUAl3C4easrg,3,33.3650631,-111.7495419,"Gilbert, AZ 85234",5,Automotive,Auto Detailing,,,,
Marriott's Canyon Villas,o0W63qXx172aCiGf-CCWyA,13,33.684479,-111.97094,"5220 E Marriott Dr
Phoenix, AZ 85054",4,Home Services,Apartments,Event Planning & Services,Hotels & Travel,Real Estate,Hotels
Chop Chop Chinese Kitchen,zn_gLMU-Lr3wleSPd-nmbg,3,33.82895,-112.1217,"2450 W Happy Valley Rd
Ste 1155
Phoenix, AZ 85027",3,Chinese,Restaurants,,,,
Casino Arizona - Blue Coyote Grill & Sports Bar,w8GkMhkffGBW1DBzihMLcA,3,33.538622,-111.870743,"9700 East Indian Bend Road
Scottsdale, AZ 85250",2.5,Chinese,Restaurants,,,,
Mariscos Acapulco,7SoGPn8dvce7A1aHdBOGLA,10,33.480845,-112.011292,"3220 E Thomas Rd
Phoenix, AZ 85018",4,Seafood,Mexican,Restaurants,,,
East Valley Primary Care Physicians,JLZdv8wgqgQuDRoD8e4duw,5,33.3848303,-111.9088442,"4515 S McClintock Dr Ste 100
Tempe, AZ 85282",2,Doctors,Health & Medical,,,,
Dunkin Donuts,toDZ6L_a_0lWU9O1JtQRGg,10,33.6702783,-112.2017491,"20229 N 67th Ave
Suite C5
Glendale, AZ 85308",3.5,Food,Donuts,,,,
Mercado Y Carniceria Sepulved A,HRjDpeJOL02ZqwrYgtHV_A,3,33.640066,-112.0974936,"1741 W Bell Road
Phoenix, AZ 85023",4.5,,,,,,
Havana Café,yJr24Yy1K6bt2G9fX3_zPA,147,33.5092093,-111.9885861,"4225 E Camelback Rd
Phoenix, AZ 85018",3.5,Cuban,Restaurants,,,,
Un Bacio Ristoranti,waOHPeROjKPz-KXqlSsoWA,16,33.5645629,-111.9154217,"7704 E Doubletree Ranch Rd
Scottsdale, AZ 85258",4,Restaurants,Italian,,,,
Barro's Pizza,uYQo0oDXI5NEoMJNWXnx8Q,18,33.0729619,-112.045586,"44600 W Smith Enke Rd
Maricopa, AZ 85239",4,Pizza,Restaurants,,,,
McDonald's,seMhyOy1AHHE1_ZLm2R_BQ,3,33.479625,-111.926638,"2882 N Scottsdale Rd
Scottsdale, AZ 85257",2.5,Burgers,Fast Food,Restaurants,,,
St Katherine Greek Orthodox Church,4kPDzSReLzJa0gQSjuHWvQ,3,33.346843,-111.877144,"2716 N Dobson Road
Chandler, AZ 85224",5,Churches,Religious Organizations,,,,
America's Taco Shop,guD6--j7BIeqcFW_IUFbgw,13,33.493726,-111.930207,"7001 E 1st Ave
Scottsdale, AZ 85251",4,Mexican,Restaurants,,,,
5030 Cocktail Lounge,XHjpd-DM7-5paAurBTlTJw,4,33.5820328,-112.1675807,"5030 W Peoria Ave
Ste 101
Glendale, AZ 85302",4,Bars,Nightlife,Lounges,,,
J Crew,j_KoJeo4mEyayKsyAsY7xg,4,33.5025941,-111.9296765,"7014 E Camelback Rd
Scottsdale, AZ 85251",3,Fashion,Shopping,,,,
Bruno's Pizza,2eedL3hDviwReK0w1NkRIw,3,33.568103,-112.203388,"6750 W Olive Avenue
Peoria, AZ 85345",4.5,Pizza,Restaurants,,,,
Fresh Wasabi,0qUesn1TBPpPjW20h5Lqfg,79,33.637161,-112.19974,"6645 W Bell Rd
Ste 103
Glendale, AZ 85308",4,Steakhouses,Sushi Bars,Restaurants,,,
Sportsman's Fine Wines & Spirits,uL_kqSm8ZqJ_3U88uwA8tw,46,33.5098717,-112.0124729,"3205 E Camelback Rd
Phoenix, AZ 85018",4.5,Food,Wine Bars,Bars,Nightlife,"Beer, Wine & Spirits",
Focaccia Fiorentina,ssSeK9MYRCUjoabppekwoA,34,33.449711,-112.074211,"112 N Central Ave
Phoenix, AZ 85004",3.5,Sandwiches,Restaurants,Pizza,Italian,,
Wonderful Wanda's,bEQjf7c-9qkNWgXvriSGZw,23,33.304845,-111.951499,"6401 W Chandler Blvd
Chandler, AZ 85226",3.5,Diners,Restaurants,Event Planning & Services,Caterers,,
Ocotillo Internal Medicine,VZ3E8MI5m_jsvZuFn8Yv8w,3,33.3000276,-111.8761859,"245 S Dobson Rd
Chandler, AZ 85224",3.5,Doctors,Health & Medical,Internal Medicine,,,
Cvs Pharmacy,zrZsFIj4nzwp0mka-VaTqQ,3,33.4758977,-112.3410381,"2840 N Dysart Road
Goodyear, AZ 85338",4.5,Shopping,Drugstores,,,,
Meatballz,tDbXsDOecrv46J7YR2-FNw,6,33.676247,-111.971841,"21001 N Tatum Blvd 36-1170
Phoenix, AZ 85054",2.5,Restaurants,Italian,,,,
Phoenix Greyhound Park,vTDJ_ZbxUw1MUOPPG9esOw,6,33.447654,-111.997989,"3801 E Washington St
Phoenix, AZ 85034",2.5,Active Life,Arts & Entertainment,Stadiums & Arenas,Horse Racing,,
